"FY 2018 Active Providers",""
"Selection Criteria",""
"Provider and Supplier Type(s):","Dually Certified SNF/NFs - Medicare and Medicaid, Distinct Part SNF/NFs - Medicare and Medicaid, Skilled Nursing Facilities (SNFs) - Medicare Only, Nursing Facilities - Medicaid Only"
"Year Type:","Fiscal Year"
"Year:","2018"
"Quarter:","Full Year"
"CCN","Provider Name","Address","City","State","Zip Code","County","Region","Phone Number","Provider Type","Original Participation Date","Termination Date","Number of Certified Beds","Hospital Based","Chain Name","Ownership Type"
"106057","LIFE CARE CENTER OF ESTERO","3850 WILLIAMS ROAD","ESTERO","FL","33928","Lee","(IV) Atlanta","239 495-4000","SNF/NF (Dually Certified)","10/23/2003","","155","N","LIFE CARE CENTERS OF AMERICA","For Profit"
"106058","WOODLAND GROVE HEALTHCARE & REHABILITATION CENTER","4325 SOUTHPOINT BOULEVARD","JACKSONVILLE","FL","32216","Duval","(IV) Atlanta","904 245-7620","SNF/NF (Dually Certified)","02/20/2004","","120","N","","For Profit"
"106059","DOUGLAS JACOBSON STATE VETERANS NURSING HOME","21281 GRAYTON TERRACE","PORT CHARLOTTE","FL","33954","Charlotte","(IV) Atlanta","941 613-0919","SNF/NF (Dually Certified)","06/07/2004","","120","N","","Government"
"106060","LIFE CARE CENTER OF PALM BAY","175 VILLA NUEVA AVE","PALM BAY","FL","32907","Brevard","(IV) Atlanta","321 952-1818","SNF/NF (Dually Certified)","05/28/2004","","141","N","LIFE CARE CENTERS OF AMERICA","For Profit"
"106061","RIDGECREST HEALTHCARE AND REHABILITATION CENTER","1200 NORTH STONE STREET","DELAND","FL","32720","Volusia","(IV) Atlanta","386 734-4334","SNF/NF (Distinct Part)","11/03/2004","","146","N","","For Profit"
"106062","BENTLEY CARE CENTER","875 RETREAT DRIVE","NAPLES","FL","34110","Collier","(IV) Atlanta","239 431-2100","Skilled Nursing Facility","12/02/2004","","100","N","","For Profit"
"106063","GLENRIDGE ON PALMER RANCH INC.","7333 SCOTLAND WAY","SARASOTA","FL","34238","Sarasota","(IV) Atlanta","941 552-3603","Skilled Nursing Facility","11/17/2004","","61","N","","Non-Profit"
"106064","LIFE CARE CENTER OF JACKSONVILLE","4813 LENOIR AVENUE","JACKSONVILLE","FL","32216","Duval","(IV) Atlanta","904 332-4546","SNF/NF (Dually Certified)","01/04/2005","","120","N","LIFE CARE CENTERS OF AMERICA","For Profit"
"106065","ISLE HEALTHCARE & REHABILITATION CENTER","1125 FLEMING PLANTATION BLVD","ORANGE PARK","FL","32003","Clay","(IV) Atlanta","904 213-8338","SNF/NF (Dually Certified)","03/11/2005","","108","N","","For Profit"
"106066","OAK HAMMOCK AT THE UNIVERSITY OF FLORIDA INC","2660 SW 53RD LN","GAINESVILLE","FL","32608","Alachua","(IV) Atlanta","352 548-1142","Skilled Nursing Facility","03/24/2005","","73","N","","Non-Profit"
"106067","NURSING CENTER AT LA POSADA, THE","3600 MASTERPIECE WAY","PALM BEACH GARDENS","FL","33410","Palm Beach","(IV) Atlanta","561 514-5000","Skilled Nursing Facility","03/25/2005","","40","N","","For Profit"
"106068","LAKEVIEW TERRACE REHAB AND HEALTH CARE CENTER","110 LODGE TERRACE DR","ALTOONA","FL","32702","Lake","(IV) Atlanta","352 669-2133","SNF/NF (Dually Certified)","06/28/2005","","40","N","","Non-Profit"
"106069","LAKE WALES WELLNESS AND REHABILITATION CENTER","730 N SCENIC HWY","LAKE WALES","FL","33853","Polk","(IV) Atlanta","863 676-1512","SNF/NF (Distinct Part)","03/15/2006","","100","N","","For Profit"
"106070","DESOTO HEALTH AND REHAB","475 NURSING HOME DR","ARCADIA","FL","34266","Desoto","(IV) Atlanta","863 494-5766","SNF/NF (Dually Certified)","06/29/2006","","78","N","","For Profit"
"106072","VILLAGE PLACE HEALTHCARE AND REHABILITATION CENTER","2370 HARBOR BLVD","PORT CHARLOTTE","FL","33952","Charlotte","(IV) Atlanta","941 624-5966","SNF/NF (Dually Certified)","08/16/2006","","104","N","","For Profit"
"106073","LIFE CARE CENTER OF PENSACOLA","3291 EAST OLIVE RD","PENSACOLA","FL","32514","Escambia","(IV) Atlanta","850 494-2527","SNF/NF (Dually Certified)","07/12/2006","","120","N","LIFE CARE CENTERS OF AMERICA","For Profit"
"106074","KEYSTONE REHABILITATION AND HEALTH CENTER","1120 W DONEGAN AVE","KISSIMMEE","FL","34741","Osceola","(IV) Atlanta","407 847-2854","SNF/NF (Distinct Part)","10/19/2006","","120","N","CONSULATE HEALTH CARE INDEPENDENCE LIVING CENTERS NSPIRE HEALTHCARE RAYDIANT HEALTH CARE","For Profit"
"106075","GARDEN VIEW HEALTH AND REHABILITATION CENTER","2180 10TH AVENUE","VERO BEACH","FL","32960","Indian River","(IV) Atlanta","772 567-5166","SNF/NF (Dually Certified)","11/21/2006","","72","N","SIMCHA HYMAN AND NAFTALI ZANZIPER","For Profit"
"106076","VI AT AVENTURA","19333 WEST COUNTRY CLUB DRIVE","AVENTURA","FL","33180","Miami-Dade","(IV) Atlanta","305 692-4700","Skilled Nursing Facility","04/26/2007","","40","N","","For Profit"
"106077","MOOSEHAVEN","1701 PARK AVENUE","ORANGE PARK","FL","32073","Clay","(IV) Atlanta","904 278-1200","SNF/NF (Dually Certified)","06/24/2008","","72","N","","Non-Profit"
"106079","TRINITY REGIONAL REHAB CENTER","2144 WELBILT BLVD","TRINITY","FL","34655","Pasco","(IV) Atlanta","727 859-4100","SNF/NF (Distinct Part)","11/25/2008","","120","N","","For Profit"
"106080","VILLA MARIA WEST SKILLED NURSING FACILITY","8850 NW 122 ST","HIALEAH GARDENS","FL","33018","Miami-Dade","(IV) Atlanta","305 351-7181","Skilled Nursing Facility","02/09/2009","","27","N","","Non-Profit"
"106081","ARABELLA HEALTH & WELLNESS OF CARRABELLE","239 CROOKED RIVER ROAD","CARRABELLE","FL","32322","Franklin","(IV) Atlanta","850 697-2020","SNF/NF (Dually Certified)","09/30/2009","","90","N","SABER HEALTHCARE GROUP","For Profit"
"106082","ST VINCENT'S MEDICAL CENTER SOUTHSIDE","4201 BELFORT RD","JACKSONVILLE","FL","32216","Duval","(IV) Atlanta","904 296-3832","Skilled Nursing Facility","10/23/2009","01/01/2019","36","Y","","Non-Profit"
"106083","FREEDOM POINTE HEALTH CENTER","1460 EL CAMINO REAL DRIVE","THE VILLAGES","FL","32159","Lake","(IV) Atlanta","352 750-0866","Skilled Nursing Facility","11/12/2009","","72","N","","For Profit"
"106084","AVANTE AT OCALA, INC","2021 SW 1ST AVE","OCALA","FL","34474","Marion","(IV) Atlanta","352 732-0042","SNF/NF (Dually Certified)","01/05/2010","","133","N","","For Profit"
"106085","BAY VILLAGE OF SARASOTA","8400 VAMO ROAD","SARASOTA","FL","34231","Sarasota","(IV) Atlanta","941 966-5611","SNF/NF (Distinct Part)","08/24/2010","","95","N","","For Profit"
"106086","ASTORIA HEALTH AND REHABILITATION CENTER","701 OVERLOOK DR SE","WINTER HAVEN","FL","33884","Polk","(IV) Atlanta","863 318-5000","SNF/NF (Distinct Part)","12/13/2010","","132","N","","For Profit"
"106088","CLYDE E LASSEN STATE VETERANS NURSING HOME","4650 STATE RD 16","SAINT AUGUSTINE","FL","32092","St. Johns","(IV) Atlanta","904 940-2193","SNF/NF (Dually Certified)","03/04/2011","","120","N","","Government"
"106089","PALM VISTA NURSING AND REHABILITATION CENTER","5860 W JUNIOR COLLEGE RD","KEY WEST","FL","33040","Monroe","(IV) Atlanta","305 296-4888","SNF/NF (Dually Certified)","02/02/2011","","120","N","SIMCHA HYMAN AND NAFTALI ZANZIPER","For Profit"
"106090","BENDERSON FAMILY SKILLED NURSING AND REHAB CENTER","1959 N HONORE AVE","SARASOTA","FL","34235","Sarasota","(IV) Atlanta","941 379-3553","SNF/NF (Dually Certified)","08/18/2011","","45","N","","Non-Profit"
"106091","LUXE AT WELLINGTON REHABILITATION CENTER THE","10330 NUVISTA AVENUE","WELLINGTON","FL","33414","Palm Beach","(IV) Atlanta","561 795-3360","SNF/NF (Dually Certified)","10/04/2011","","120","N","","For Profit"
"106092","CRYSTAL HEALTH AND REHAB CENTER, LLC","48 HIGH POINT ROAD","TAVERNIER","FL","33070","Monroe","(IV) Atlanta","305 853-0799","SNF/NF (Dually Certified)","12/19/2011","","120","N","","For Profit"
"106093","LUXE AT LUTZ REHABILITATION CENTER (THE)","19091 N DALE MABRY HWY","LUTZ","FL","33548","Hillsborough","(IV) Atlanta","813 751-0557","SNF/NF (Dually Certified)","02/01/2012","","120","N","","For Profit"
"106094","RIVIERA HEALTH RESORT","6901 YUMURI STREET","CORAL GABLES","FL","33156","Miami-Dade","(IV) Atlanta","786 517-6999","SNF/NF (Dually Certified)","06/14/2012","","223","N","","For Profit"
"106095","CLUB HEALTHCARE AND REHABILITATION CENTER AT THE V","16529 SE 86TH BELLE MEADE CIRCLE","THE VILLAGES","FL","32162","Sumter","(IV) Atlanta","352 385-8200","SNF/NF (Distinct Part)","10/18/2012","","68","N","","For Profit"
"106096","PAVILION FOR HEALTH CARE, THE","3465 CAROLINE BLVD","PENNEY FARMS","FL","32079","Clay","(IV) Atlanta","904 284-8578","SNF/NF (Dually Certified)","12/27/2012","","50","N","","Non-Profit"
"106097","HIDDEN LAKES SENIOR LIVING COMMUNITY","1006 33RD ST","VERO BEACH","FL","32960","Indian River","(IV) Atlanta","772 567-5248","SNF/NF (Dually Certified)","03/19/2013","","24","N","","For Profit"
"106098","HAWTHORNE CENTER FOR REHAB & HEALING  OF SARASOTA","5381 DESOTO ROAD","SARASOTA","FL","34235","Sarasota","(IV) Atlanta","941 355-6111","SNF/NF (Dually Certified)","04/04/2013","","120","N","","For Profit"
"106099","VILLAGES REHABILITATION AND NURSING CENTER (THE)","900 HIGHWAY 466","LADY LAKE","FL","32159","Lake","(IV) Atlanta","352 430-0017","SNF/NF (Dually Certified)","04/12/2013","","120","N","","For Profit"
"106100","UNIVERSITY HEALTH AND REHABILITATION CENTER","724 NW 19TH ST","MIAMI","FL","33136","Miami-Dade","(IV) Atlanta","305 917-0400","SNF/NF (Dually Certified)","08/22/2013","","148","N","","For Profit"
"106101","STEWARD SEBASTIAN RIVER MEDICAL CENTER","13695 US 1","SEBASTIAN","FL","32958","Indian River","(IV) Atlanta","561 589-3186","Skilled Nursing Facility","09/09/2013","11/22/2021","33","Y","","For Profit"
"106102","SARASOTA POINT REHABILITATION CENTER","2600 COURTLAND STREET","SARASOTA","FL","34237","Sarasota","(IV) Atlanta","941 952-9070","SNF/NF (Dually Certified)","10/24/2013","","120","N","","For Profit"
"106103","GULFPORT NURSING CENTER","1430 PASADENA AVE S","PASADENA","FL","33707","Pinellas","(IV) Atlanta","727 347-1257","SNF/NF (Dually Certified)","11/24/2013","","126","N","","For Profit"
"106104","RENAISSANCE AT THE TERRACES","26475 SOUTH TAMIAMI TRAIL","BONITA SPRINGS","FL","34135","Lee","(IV) Atlanta","239 949-7555","SNF/NF (Dually Certified)","12/05/2013","","40","N","","Non-Profit"
"106105","SKYTOP VIEW REHABILITATION CENTER","2145 NORTH DON WICKHAM DRIVE","CLERMONT","FL","34711","Lake","(IV) Atlanta","352 241-7104","Skilled Nursing Facility","07/22/2015","","30","Y","","Non-Profit"
"106106","GLADES WEST REHABILITATION AND NURSING C","15955 BASS CREEK ROAD","PEMBROKE PINES","FL","33027","Broward","(IV) Atlanta","954 437-3422","SNF/NF (Distinct Part)","09/29/2015","","120","N","","For Profit"
"106107","FLORIDA HOSPITAL OCEANSIDE","264 S ATLANTIC AVE","ORMOND BEACH","FL","32176","Volusia","(IV) Atlanta","386 671-5020","Skilled Nursing Facility","01/06/2016","10/26/2018","23","Y","","Non-Profit"
"106108","OAKTON PLACE HEALTH AND REHABILITATION AT THE ARLI","8000 ARLINGTON CIRCLE","NAPLES","FL","34113","Collier","(IV) Atlanta","239 307-3000","Skilled Nursing Facility","04/04/2016","","44","N","","For Profit"
"106109","KINDRED HOSPITAL SOUTH FLORIDA HOLLYWOOD","1859 VAN BUREN ST","HOLLYWOOD","FL","33020","Broward","(IV) Atlanta","954 920-9000","Skilled Nursing Facility","05/04/2016","","30","Y","","For Profit"
"106110","CHILDRENS COMPREHENSIVE CARE CENTER INC","200 SE 19TH AVENUE","POMPANO BEACH","FL","33060","Broward","(IV) Atlanta","954 943-7638","SNF/NF (Dually Certified)","12/15/2015","","36","N","","Non-Profit"
"106111","HEALTH CENTER AT SINAI RESIDENCES","21044 95TH AVENUE SOUTH","BOCA RATON","FL","33428","Palm Beach","(IV) Atlanta","561 609-4100","Skilled Nursing Facility","12/20/2016","","60","N","","Non-Profit"
"106112","TAMPA LAKES HEALTH AND REHABILITATION CENTER","750 HAYES RD","LUTZ","FL","33549","Hillsborough","(IV) Atlanta","813 559-1500","SNF/NF (Dually Certified)","04/10/2017","","179","N","","For Profit"
"106113","LEE MEMORIAL HOSPITAL SKILLED NURSING UNIT","2776 CLEVELAND AVENUE","FORT MYERS","FL","33901","Lee","(IV) Atlanta","239 343-3390","Skilled Nursing Facility","06/20/2017","","18","Y","","Government"
"106114","BUFFALO CROSSINGS HEALTHCARE & REHABILITATION CEN","3875 WEDGEWOOD LANE","THE VILLAGES","FL","32162","Sumter","(IV) Atlanta","727 581-4648","SNF/NF (Dually Certified)","09/01/2017","","120","N","","For Profit"
"106115","BRIDGEWATER PARK HEALTH & REHABILITATION CENTER","9280 SOUTH WEST 81ST CT","OCALA","FL","34481","Marion","(IV) Atlanta","765 664-5400","SNF/NF (Dually Certified)","11/30/2017","","120","N","","For Profit"
"106116","BARDMOOR OAKS HEALTHCARE AND REHABILITATION CENTE","9035 BRYAN DAIRY RD","LARGO","FL","33777","Pinellas","(IV) Atlanta","727 395-9619","SNF/NF (Dually Certified)","11/17/2017","","158","N","CONSULATE HEALTH CARE INDEPENDENCE LIVING CENTERS NSPIRE HEALTHCARE RAYDIANT HEALTH CARE","For Profit"
"106117","OLIVE BRANCH HEALTH AND REHAB CENTER","8325 UNIVERSITY PARKWAY","PENSACOLA","FL","32514","Escambia","(IV) Atlanta","850 898-8000","SNF/NF (Distinct Part)","03/07/2018","","90","N","","For Profit"
"106118","WESTMINSTER BALDWIN PARK","2653 LAKE BALDWIN LANE","ORLANDO","FL","32814","Orange","(IV) Atlanta","407 621-4100","SNF/NF (Dually Certified)","02/16/2018","","40","N","","Non-Profit"
"10A436","LISENBY ON LAKE CAROLINE","1400 W 11TH ST","PANAMA CITY","FL","32401","Bay","(IV) Atlanta","850 785-6121","Nursing Facility","11/19/1992","05/20/2020","22","N","","Non-Profit"
"115002","A.G. RHODES HOME WESLEY WOODS","1819 CLIFTON ROAD, N.E.","ATLANTA","GA","30329","Dekalb","(IV) Atlanta","404 315-0900","SNF/NF (Distinct Part)","01/01/1967","","150","N","","Non-Profit"
"115004","MAGNOLIA MANOR METHODIST NSG C","2001 SOUTH LEE STREET","AMERICUS","GA","31709","Sumter","(IV) Atlanta","229 924-9352","SNF/NF (Dually Certified)","01/01/1967","","238","N","","Non-Profit"
"115005","PARK PLACE NURSING FACILITY","1865 BOLD SPRINGS ROAD","MONROE","GA","30655","Walton","(IV) Atlanta","770 267-8677","SNF/NF (Dually Certified)","11/11/1993","","165","N","","For Profit"
"115012","HARBORVIEW DECATUR","2787 NORTH DECATUR ROAD","DECATUR","GA","30033","Dekalb","(IV) Atlanta","404 292-0626","SNF/NF (Dually Certified)","09/01/1976","","73","N","","For Profit"
"115020","BELL MINOR HOME, THE","2200 OLD HAMILTON PLACE NE","GAINESVILLE","GA","30507","Hall","(IV) Atlanta","770 532-2066","SNF/NF (Dually Certified)","01/01/1967","","104","N","","For Profit"
"115022","WILLIAM BREMAN JEWISH HOME, THE","3150 HOWELL MILL ROAD N.W.","ATLANTA","GA","30327","Fulton","(IV) Atlanta","404 351-8410","SNF/NF (Dually Certified)","01/01/1967","","96","N","","Non-Profit"
"115025","GLENWOOD HEALTH CENTER BY HARBORVIEW","4115 GLENWOOD RD","DECATUR","GA","30032","Dekalb","(IV) Atlanta","404 284-6414","SNF/NF (Dually Certified)","02/17/1967","","225","N","","For Profit"
"115039","MILLER NURSING HOME","206 GRACE ST","COLQUITT","GA","39837","Miller","(IV) Atlanta","229 758-4270","SNF/NF (Dually Certified)","02/10/1967","","157","Y","","Government"
"115040","CENTER FOR ADVANCED REHAB AT PARKSIDE, THE","110 PARK CITY ROAD","ROSSVILLE","GA","30741","Catoosa","(IV) Atlanta","706 858-5000","SNF/NF (Dually Certified)","01/31/1967","","125","N","","For Profit"
"115044","AZALEA HEALTH CENTER BY HARBORVIEW","1600 ANTHONY ROAD","AUGUSTA","GA","30904","Richmond","(IV) Atlanta","706 738-3301","SNF/NF (Dually Certified)","03/01/1969","","99","N","","For Profit"
"115045","MAGNOLIA MANOR OF COLUMBUS NURSING CENTER - WEST","2000 WARM SPRINGS RD","COLUMBUS","GA","31904","Muscogee","(IV) Atlanta","706 324-2251","SNF/NF (Dually Certified)","04/06/1967","","166","N","","Non-Profit"
"115090","BROWN HEALTH AND REHABILITATION","545 COOK STREET","ROYSTON","GA","30662","Franklin","(IV) Atlanta","706 245-1900","SNF/NF (Dually Certified)","12/04/1968","","144","N","","Non-Profit"
"115099","NEW HORIZONS HABERSHAM ","HIGHWAY 441 NORTH, BOX 37","DEMOREST","GA","30535","Habersham","(IV) Atlanta","706 754-2134","SNF/NF (Dually Certified)","03/06/1969","","84","Y","","Non-Profit"
"115104","NHC HEALTHCARE ROSSVILLE","1425 MCFARLAND AVE","ROSSVILLE","GA","30741","Walker","(IV) Atlanta","706 861-0863","SNF/NF (Distinct Part)","06/09/1969","","112","N","","For Profit"
"115106","EFFINGHAM CARE & REHABILITATION CENTER","459 HIGHWAY 119 SOUTH","SPRINGFIELD","GA","31329","Effingham","(IV) Atlanta","912 754-6451","SNF/NF (Dually Certified)","08/25/1969","","105","Y","","Non-Profit"
"115110","BUCKHEAD CENTER FOR NURSING AND HEALING","54 PEACHTREE PARK DRIVE N.E.","ATLANTA","GA","30309","Fulton","(IV) Atlanta","404 351-6041","SNF/NF (Dually Certified)","06/01/1976","","179","N","","For Profit"
"115115","SIGNATURE HEALTHCARE AT TOWER ROAD","26 TOWER RD","MARIETTA","GA","30060","Cobb","(IV) Atlanta","770 422-8913","SNF/NF (Dually Certified)","01/19/1970","","100","N","","For Profit"
"115120","SIGNATURE HEALTHCARE OF SAVANNAH","815 EAST 63 STREET","SAVANNAH","GA","31405","Chatham","(IV) Atlanta","912 352-8615","SNF/NF (Distinct Part)","03/31/1972","","120","N","","For Profit"
"115124","MAGNOLIA MANOR OF COLUMBUS NURSING CENTER - EAST","2010 WARM SPRINGS RD","COLUMBUS","GA","31904","Muscogee","(IV) Atlanta","706 324-0387","SNF/NF (Dually Certified)","01/05/1971","","210","N","","Non-Profit"
"115129","NURSE CARE OF BUCKHEAD","2920 PHARR COURT SOUTH NW","ATLANTA","GA","30305","Fulton","(IV) Atlanta","404 261-9043","SNF/NF (Dually Certified)","12/22/1971","","220","N","","For Profit"
"115132","ABERCORN REHABILITATION CENTER","11800 ABERCORN STREET","SAVANNAH","GA","31419","Chatham","(IV) Atlanta","912 925-4402","SNF/NF (Distinct Part)","05/15/1972","","104","N","","For Profit"
"115138","NEWNAN HEALTH AND REHABILITATION","244 EAST BROAD STREET","NEWNAN","GA","30263","Coweta","(IV) Atlanta","770 253-7160","SNF/NF (Dually Certified)","09/20/1973","","104","N","","Non-Profit"
"115144","RIVERDALE CENTER FOR NURSING AND HEALING","315 UPPER RIVERDALE ROAD","RIVERDALE","GA","30274","Clayton","(IV) Atlanta","770 991-1050","SNF/NF (Dually Certified)","10/01/1980","","152","N","","For Profit"
"115145","ANDERSON MILL CENTER FOR NURSING AND HEALING LLC","2130 ANDERSON MILL RD","AUSTELL","GA","30106","Cobb","(IV) Atlanta","770 941-8813","SNF/NF (Dually Certified)","03/01/1976","","170","N","","For Profit"
"115146","ORCHARD VIEW REHABILITATION & SKILLED NURSING CTR","8414 WHITESVILLE ROAD","COLUMBUS","GA","31907","Muscogee","(IV) Atlanta","706 225-1100","SNF/NF (Dually Certified)","01/01/1976","","242","N","","Government"
"115147","KENTWOOD NURSING FACILITY","1227 WEST WHEELER PARKWAY","AUGUSTA","GA","30909","Richmond","(IV) Atlanta","706 863-1188","SNF/NF (Dually Certified)","02/03/1976","","100","N","","Non-Profit"
"115150","AMARA HEALTHCARE & REHAB","2021 SCOTT ROAD","AUGUSTA","GA","30906","Richmond","(IV) Atlanta","706 793-1057","SNF/NF (Dually Certified)","06/01/1978","06/30/2022","193","N","","Non-Profit"
"115206","MARIETTA CENTER FOR NURSING AND HEALING","811 KENNESAW AVENUE","MARIETTA","GA","30060","Cobb","(IV) Atlanta","770 422-2451","SNF/NF (Distinct Part)","11/01/1977","","154","N","","For Profit"
"115246","DECATUR CENTER FOR NURSING AND HEALING LLC","2722 NORTH DECATUR ROAD","DECATUR","GA","30033","Dekalb","(IV) Atlanta","404 296-5440","SNF/NF (Dually Certified)","11/01/1977","","140","N","HCR MANORCARE","For Profit"
"115258","WELLSTAR PAULDING NURSING CTR","600 WEST MEMORIAL DRIVE","DALLAS","GA","30132","Paulding","(IV) Atlanta","770 445-4411","SNF/NF (Dually Certified)","02/01/1978","","182","Y","","Non-Profit"
"115262","APPLING NURSING AND REHABILITATION PAVILION","163 EAST TOLLISON STREET","BAXLEY","GA","31513","Appling","(IV) Atlanta","912 367-9841","SNF/NF (Dually Certified)","01/01/1979","","101","Y","","Non-Profit"
"115264","CALHOUN NURSING HOME","265 TURNER STREET","EDISON","GA","39846","Calhoun","(IV) Atlanta","229 835-2251","SNF/NF (Dually Certified)","08/01/1979","","60","Y","","Government"
"115265","HARBORVIEW SATILLA","1600 RIVERSIDE AVE","WAYCROSS","GA","31501","Ware","(IV) Atlanta","912 283-1182","SNF/NF (Dually Certified)","10/01/1979","","174","N","","For Profit"
"115266","ARCHBOLD LIVING CAMILLA","37 SOUTH ELLIS STREET","CAMILLA","GA","31730","Mitchell","(IV) Atlanta","229 336-8377","SNF/NF (Dually Certified)","07/01/1979","","156","Y","","Non-Profit"
"115270","PERIMETER REHABILITATION SUITES BY HARBORVIEW","5470 MERIDIAN MARK ROAD, BLDG E","ATLANTA","GA","30342","Fulton","(IV) Atlanta","404 256-5131","SNF/NF (Dually Certified)","07/26/1979","","240","N","","For Profit"
"115271","EARLY MEMORIAL NURSING FACILITY","11740 COLUMBIA STREET","BLAKELY","GA","39823","Early","(IV) Atlanta","229 723-3796","SNF/NF (Dually Certified)","10/01/1979","","127","Y","","For Profit"
"115272","JOE-ANNE BURGIN HEALTH AND REHABILITATION","321 RANDOLPH STREET","CUTHBERT","GA","39840","Randolph","(IV) Atlanta","229 732-2288","SNF/NF (Dually Certified)","12/01/1979","","80","N","","Non-Profit"
"115273","DOUGLASVILLE NURSING AND REHABILITATION CENTER","4028 HWY 5","DOUGLASVILLE","GA","30135","Douglas","(IV) Atlanta","770 942-7111","SNF/NF (Dually Certified)","02/01/1980","","246","N","","For Profit"
"115275","A.G. RHODES HOME, INC, THE","350 BOULVARD, S.E.","ATLANTA","GA","30312","Fulton","(IV) Atlanta","404 688-6731","SNF/NF (Dually Certified)","02/01/1980","","138","N","","Non-Profit"
"115276","PRUITTHEALTH - MARIETTA","70 SAINE DRIVE SW","MARIETTA","GA","30008","Cobb","(IV) Atlanta","770 429-8600","SNF/NF (Dually Certified)","01/01/1981","","119","N","","For Profit"
"115277","FLORENCE HAND HOME","200 MEDICAL DRIVE","LAGRANGE","GA","30240","Troup","(IV) Atlanta","706 845-3256","SNF/NF (Dually Certified)","10/22/1980","","150","Y","","Non-Profit"
